인증사회적기업 리스트('16년 6차) 2016.12.27.,,,,,,,,,,,,
,,,,,,,,,,,,
지역,인증번호,기관명,사업내용,"사회적목적
실현유형",사회서비스분야,대표자,대표전화번호,팩스,소재지,홈페이지,인증일자,인증회차
강원,제2014-003호,(사)한국전통예술단 아울,공연예술 서비스,일자리제공형,문화예술,강주석,033-761-7228,033-761-3687,강원도 원주시 흥업면 매지회촌길 116-14,www.artaul.com,3/13/14,2014년 1차
경기,제2014-004호,(주)일렉콤,수배전반 제작,일자리제공형,기타,이기현,031-366-4021,031-790-1340,경기도 이천시 마장면 덕이로202번길 99,,3/13/14,2014년 1차
경기,제2014-005호,주식회사 만나,도시락 제조 판매,일자리제공형,기타,부경환,070-7825-8896,031-374-5046,"경기도 오산시 시장길 38(오산동, E동 2호)",,3/13/14,2014년 1차
경기,제2014-006호,주식회사 조은인테리어,"집수리, 인테리어",사회서비스제공형,기타,서승일,032-205-9600,032-668-9600,경기도 부천시 소사구 경인로 120번길85(송내동 대우아파트상가),,3/13/14,2014년 1차
경기,제2014-007호,㈜구츠,"정수기, 공기정화기 제조 판매",일자리제공형,기타,유인수,02-976-2233,02-976-2264,경기도 양주시 율정로247번길 79-6,www.mygootz.com,3/13/14,2014년 1차
경남,제2014-008호,주식회사 에스제이미래하우징,주거환경개선사업,일자리제공형,기타,김민영,055-854-9559,055-854-9553,경상남도 사천시 정동면 상정대로 2331,,3/13/14,2014년 1차
경남,제2014-009호,주식회사 아림하우징,주거환경개선사업,일자리제공형,기타,조영옥,055-941-1397,055-943-1398,경상남도 거창군 거창읍 절부길 13-26,www.arimh.kr,3/13/14,2014년 1차
경북,제2014-010호,영주농산물생산자 영농조합법인,농산물 생산 및 식품제조·가공,일자리제공형,기타,황순자,054-638-7799,054-638-7798,경상북도 영주시 장수면 장안로 291-17,www.cookbong,3/13/14,2014년 1차
경북,제2014-011호,사단법인 한국전통음식체험교육원,"전통식품 제조 판매, ",일자리제공형,문화예술,박미숙,054-748-2507,054-771-4525,경상북도 경주시 내남면 포석로 110-31,www.surime.co.kr,3/13/14,2014년 1차
경북,제2014-013호,주식회사 대운,"청소, 소독업",일자리제공형,청소,김상원,054-534-1638,054-535-1638,경상북도 상주시 삼백로 58-19(무양동),www.대운.net,3/13/14,2014년 1차
경북,제2014-014호,주식회사 아이밍키,"유아용품, 봉제업, 온라인판매",일자리제공형,기타,권혁대,054-976-5452,054-976-5453,경상북도 칠곡군 왜관읍 중앙로 2길 37,www.iminky.com,3/13/14,2014년 1차
경북,제2014-015호,㈜인덕리사이크링,비금속재상재료가공처리업,기타형,환경,김영우,054-283-4784,054-283-4784,경상북도 포항시 남구 인덕동 290,,3/13/14,2014년 1차
광주,제2014-016호,(사)전통문화연구회 얼쑤,"공연제작, 문화예술교육,문화기획사업",일자리제공형,문화예술,김양균,062-676-3844,062-676-8675,광주광역시 남구 포충로 937,www.olssu.com,3/13/14,2014년 1차
광주,제2014-017호,발효코리아 영농조합법인 ,친환경 농산물 가공 유통,일자리제공형,기타,김도연,062-382-5222,062-382-4222,광주광역시 남구 원화장길 8,www.kong.kr,3/13/14,2014년 1차
광주,제2014-018호,㈜필름에이지,"독립영화를 기반으로 한 영상제작, 영화교육,상영사업",일자리제공형,문화예술,윤수안,062-531-1895,062-515-1895,"광주광역시 동구 동계천로 150, 501호(동명동)",www.filmage.kr,3/13/14,2014년 1차
대구,제2014-019호,㈜착한농부순두부,식품가공 판매업,일자리제공형,기타,박동음,053-354-0365,053-952-8592,대구광역시 북구 칠성로 45-1(칠성동2가),,3/13/14,2014년 1차
부산,제2014-020호,(주)나우시스템,방역소독서비스,일자리제공형,청소,천상수,"051-863-4070, 080-700-4070",051-851-4070,부산광역시 연제구 화지로 124(거제동),www.nowservice.co.kr,3/13/14,2014년 1차
부산,제2014-021호,에코투어거위의꿈㈜,"국내외여행, 공정무역",일자리제공형,관광운동,이준경,051-507-9980,051-502-9982,"부산광역시 해운대구 달맞이길 62번길 55(중동,3~6층)",www.gsgd-travel.com,3/13/14,2014년 1차
부산,제2014-022호,주식회사 다찬,"광고, 인쇄, 도서출판,, 실사출력물(현수막, 배너 등)",일자리제공형,기타,강정숙,051-301-6631,051-301-6630,"부산광역시 부산진구 거제천로 18번길 17, 2층(양정동)",www.dachan.co.kr,3/13/14,2014년 1차
부산,제2014-023호,(사)문화콘텐츠개발원 부산지원,"진로교육, 지도자양성과정",일자리제공형,교육,나정심,070-7005-0091,051-907-7082,"부산광역시 부산진구 동성로 16 (전포동, (구)동성중학교2층)",www.ccdi.kr,3/13/14,2014년 1차
부산,제2014-024호,참조은다문화 주식회사,"고령자 및 결혼이민자 아동도서 전문판매원 양성 및 아동학습지원 사업, 정기간행물 발간, 홍보운영사업, 각종 어린이를 위한 기관의 설치 등",일자리제공형,기타,배경숙,051-558-5629,051-558-5663,"부산광역시 동래구 금강로 70 (온천동,중원빌딩1층)",www.참조은.net,3/13/14,2014년 1차
부산,제2014-025호,주식회사 한마음오피스,"사무용품, 잡화, 재생토너",일자리제공형,기타,유철민,051-912-0700,051-301-2205,부산광역시 사상구 광장로103번길 36(괘법동),www.hoffice.co.kr,3/13/14,2014년 1차
부산,제2014-026호,(주)희망드림,"구내식당 위탁운영, 임가공서비스업, 가공식품 도소매",일자리제공형,기타,오주영,051-207-0806,051-636-6156,부산광역시 사하구 낙동대로355번길 28 (당리동),"www,mycoop.kr",3/13/14,2014년 1차
서울,제2014-027호,㈜초등경제교육연구소 ,"경제교육, 강사양성, 교육콘텐츠개발, 연구용역",혼합형,교육,오화균,02-761-0383,02-6442-0383,서울특별시 영등포구 63로 32 라이프콤비빌딩 1213,http://www.econoedu.org,3/13/14,2014년 1차
서울,제2014-028호,주식회사 세림비엠씨,"청소위생관리, 청소용품 판매, 저수조청소업",일자리제공형,청소,김은복,02-383-4565,02-383-7283,"서울특별시 은평구 응암로 369-1, 2층(녹번동)",www.serimbmc.com,3/13/14,2014년 1차
서울,제2014-029호,주식회사 베어베터(bearbetter),"복사, 문서파쇄 서비스, 출판업, 인쇄업, 빵 및 과자 도소매업, 커피 도소매업",일자리제공형,기타,"이진희, 김정호",02-6267-6919,0303-3448-6909,"서울특별시 성동구 성수일로 4길 25 807(성수동 2가, 서울숲코오롱디지털타워)",bearbetter.net,3/13/14,2014년 1차
울산,제2014-030호,주식회사 에이앤에스,자동차부품제조 및 휴게음식 사업,일자리제공형,기타,김무상,052-294-6465,052-282-8975,울산광역시 북구 사청4길 7(화봉동),,3/13/14,2014년 1차
울산,제2014-031호,(주)우리환경개발,"자동차 관리업(코팅, 광택, 세차), 인테리어, 청소용품, 잡화, 위생관리용역업",일자리제공형,청소,박향로,052-256-6788,052-265-0992,"울산광역시 남구 울밀로 2881(무거동, 강변그린빌딩4층)",,3/13/14,2014년 1차
인천,제2014-032호,㈜기쁨떡집,떡제조,일자리제공형,기타,이병호,032-204-1777,032-762-1777,인천광역시 동구 인중로 377,www.기쁨엔떡.com,3/13/14,2014년 1차
인천,제2014-033호,㈜정다운,"간병,가사 서비스",일자리제공형,간병가사지원,장옥순,032-423-5253,032-202-2645,"인천광역시 남구 미추홀대로 643(주안동, 2층)",blog.naver.com/queen7485,3/13/14,2014년 1차
인천,제2014-034호,주식회사 전통도깨비,"공예품, 관광삼품, 공예재료 및 교육자재 제조",일자리제공형,관광운동,이혜연,032-773-4678,032-762-0364,인천광역시 동구 금곡로 62번길 10-1,,3/13/14,2014년 1차
인천,제2014-035호,주식회사 새벽,"친환경 화장품 제조,판매",일자리제공형,기타,김정하,070-4260-6048,02-6455-4632,인천광역시 동구 인중로 377 (만석동),www.saebyuck1.com,3/13/14,2014년 1차
전남,제2014-036호,(유)사람과사람,"위생관리용역, 저수조청소, 소독방역, 홈케어서비스, 기계설비공사업, 난방공사업, 사물인터넷사업",일자리제공형,청소,최선국,061-272-1104,061-272-1104,"전라남도 목포시 산정로 268 103-6(산정동,근화밀레니엄빌리지상가)",www.사람과사람.kr,3/13/14,2014년 1차
전남,제2014-037호,(사)고인돌문화사업단,"문화예술공연 및문화관광상품(합죽선) 개발, 여성건강 좌훈 힐링센터 운영",일자리제공형,문화예술,문인수,061-371-9979,061-371-9979,전라남도 화순군 화순읍 부처샘길 5-8,,3/13/14,2014년 1차
전북,제2014-038호,제이피썸 주식회사,"반찬제조판매, 제빵",일자리제공형,기타,전석진,063-228-4141,063-228-1945,전라북도 전주시 완산구 평화로 213(평화동1가),"http://jpsum.com, http://chanmifood.co.kr",3/13/14,2014년 1차
전북,제2014-039호,유한회사 함께하는사람들,"재활용(신발), 폐기물 수집운반업, 화장지 제조업",일자리제공형,환경,양홍철,063-229-9612,063-255-9612,전라북도 전주시 완산구 원당길 3-75(원당동),,3/13/14,2014년 1차
전북,제2014-040호,주식회사 아리울에듀,방과후 학교,일자리제공형,교육,김정숙,063-469-1973,063-469-1780,"전라북도 군산시 대학로 558, 5201(미룡동, 군산대학교예술관)",www.ariuleedu.com,3/13/14,2014년 1차
전북,제2014-041호,농업회사법인 유기농비건 주식회사,"농수산물 유통, 가공업",일자리제공형,기타,채운자,063-538-6250,063-538-1744,전라북도 정읍시 이평면 세곡길 18-6,www.dhnstore.com http://www.orgvegan.com/,3/13/14,2014년 1차
충남,제2014-043호,주식회사 희망나눔,문구용 사무용품 제조업,일자리제공형,환경,박종순,041-935-7297,041-931-7297,충청남도 보령시 흑포 1길 15(신흑동),www.hopeshare.kr,3/13/14,2014년 1차
충남,제2014-044호,주식회사 나눔커뮤니케이션,"인터넷 홍보·마케팅 서비스, 인터넷쇼핑몰 운영대행, 인터넷홍보·마케팅 교육",일자리제공형,기타,최영준,041-589-0910,0303-0567-7937,충청남도 천안시 서북구 직산읍 직산로 136 312(충남테크노파크영상미디어센터),www.nanumcomm.co.kr,3/13/14,2014년 1차
충남,제2014-045호,주식회사 넝쿨,"공예전문강사 양성, 공예재료판매, 공예체험학습 등",일자리제공형,교육,백자은,041-664-8876,041-664-8997,충청남도 서산시 운산면 용장1길 172,www.nungcool.or.kr,3/13/14,2014년 1차
충북,제2014-046호,옥천살림협동조합,학교급식 친환경농산물 식자재 공급사업,일자리제공형,기타,신한중,070-8833-6238,043-731-8432,충청북도 옥천군 옥천읍 금장로 82,,3/13/14,2014년 1차
충북,제2014-047호,사회복지법인 자광재단 옥천군장애인보호작업장,"제과제빵, 떡 생산, 임가공사업",일자리제공형,기타,김종효,043-731-8400,043-731-8432,충청북도 옥천군 옥천읍 지용로 182-13,,3/13/14,2014년 1차
제주,제주특별자치도 제2014-001호,주식회사 푸른바이크쉐어링,"자전거 여행 코스 개발 및 보급, 자전거 대여",일자리제공형,관광운동,김형찬,064-721-0333,010-8924-0797,"제주특별자치도 제주시 중앙로 14길 21, 107(삼도이동)",www.purunbike.com,3/13/14,2014년 1차
강원,제2014-048호,유한회사 새보금자리 인테리어,일반건축 및 인테리어,일자리제공형,기타,김영,033-635-0376,033-638-2892,강원도 속초시 하도문2길 62(도문동),,5/15/14,2014년 2차
강원,제2014-049호,유한회사 클린환경,"청소방역, 건물관리 ",일자리제공형,청소,정인식,033-463-9123,033-461-0290,강원도 인제군 인제읍 인제로 168,,5/15/14,2014년 2차
경기,제2014-050호,우리환경개발㈜,"위생관리, 생활폐기물수집운반",일자리제공형,환경,윤창근,031-742-4283,031-742-4284,"경기도 성남시 수정구 산성대로283번길 19(신흥동,2층)",,5/15/14,2014년 2차
경기,제2014-051호,(주)다래월드,"세정제, 탈취제 제조 판매",일자리제공형,기타,이정옥,031-423-0757,031-423-7757,경기도 안양시 동안구 벌말로 102번길 25(관양동),http://www.daraeworld.com/,5/15/14,2014년 2차
경기,제2014-052호,주식회사 디엔에스사회적기업,"건물시설유지관리, 청소용역업",일자리제공형,청소,최강남,031-744-2114,031-759-2114,"경기도 성남시 중원구 둔촌대로 106, 701(하대원동, 국제빌딩)",www.dnsocial.co.kr,5/15/14,2014년 2차
경기,제2014-053호,하얀세상 주식회사,"위생관리, 청소용역, 천연비누",일자리제공형,청소,정진화,031-322-0509,031-322-0519,"경기도 용인시 처인구 한터로 18, 111(유방동, 1층)",www.hayanworld.com,5/15/14,2014년 2차
경남,제2014-054호,함안친환경안전농산물영농조합법인,친환경급식제품 납품,일자리제공형,기타,남용현,055-585-1153,055-585-1115,경상남도 함안군 법수면 법수로 583,www.hamanaac.kr,5/15/14,2014년 2차
경남,제2014-055호,유한회사 자연향,"천연비누,양초",일자리제공형,기타,김재순,"055-944-7782,  070-4134-5930",055-943-5930,경상남도 거창군 남상면 감악산로 964,www.js1004.co.kr,5/15/14,2014년 2차
광주,제2014-056호,사단법인 광주지적장애인복지협회 북구지부,"인쇄용지,콩나물",일자리제공형,기타,이애란,062-261-8568,062-265-8568,"광주광역시 북구 군왕로 38-1(풍향동, 상가1층)",www.aiddlog.or.kr,5/15/14,2014년 2차
광주,제2014-057호,사단법인 빛소리오페라단,"문화예술,교육",일자리제공형,문화예술,박정열,062-227-7442,062-227-7443,"광주광역시 동구 중앙로 160번길 22(황금동, 5층)",www.bitsori.co.kr,5/15/14,2014년 2차
대구,제2014-058호,사단법인 한국여성인력개발원 카페봉봉사업단,카페 및 식음료 판매,일자리제공형,기타,이종임,053-285-1331,053-285-1330,대구광역시 서구 달구벌대로 337길 9 (내당동),,5/15/14,2014년 2차
부산,제2014-059호,환경문화연합,"환경 관련 전시사업, 출판인쇄기획, 문화예술교육",기타형,문화예술,이유상,051-255-0887,051-255-1161,"부산광역시 중구 40계단길 3, 2층 202호(중앙동4가)",www.greencurator.org,5/15/14,2014년 2차
부산,제2014-060호,㈜경민들레,"건강식품액화(민들레즙, 액상추출차 등)",일자리제공형,기타,김미선,051-334-6654,051-328-0748,부산광역시 사상구 광장로87번길 77 (괘법동),www.경민들레.kr,5/15/14,2014년 2차
부산,제2014-061호,㈜꿈드림키즈,"영유아감성체육, 스토리플",일자리제공형,교육,이상목,051-868-3523,051-867-3523,"부산광역시 연제구 과정로225번길 23 (연산동,2층우측)",www.꿈드림키즈.com,5/15/14,2014년 2차
부산,제2014-062호,(사)글로벌청소년교육문화,"방과후학교운영, 강사양성",일자리제공형,교육,김일중,051-257-0579,051-257-0848,"부산광역시 서구 충무대로 8 308호(암남동,기산비치상가)",www.gyec.co.kr,5/15/14,2014년 2차
서울,제2014-063호,㈜프라임서비스,"청소용품 도소매, 건물 관리 및 경비 서비스",일자리제공형,청소,허정옥,02-2060-2290,02-383-7283,"서울특별시 양천구 신정중앙로 70, 201호(신정동)",wlsgur1999@hanmail.net,5/15/14,2014년 2차
